OrderID,Order Year,Order Quarter,Order Month,Order Day,Customer Name,Customer Country,Customer City,ProductName,Product CategoryName,Quantity,UnitPrice in USD,Unit Discount in %,UnitCost in USD,Shipper Name,Freight Cost (Paid by Customer),Latitude of City,Longitude of City,Code
10459,2016,Qtr 4,November,21,Art et Fashion,France,Lyon,Oyaki Kimono,Women's Clothes,40,12.81,0,8.96,Quik Shipping,392.03,45.77,4.8343,FRA
10459,2016,Qtr 4,November,21,Art et Fashion,France,Lyon,Rodbye Troje,Baby Clothes,20,11.98,0.050000001,9.07,Quik Shipping,392.03,45.77,4.8343,FRA
10459,2016,Qtr 4,November,21,Art et Fashion,France,Lyon,Runner Shoes,Children's Clothes,16,39.04,0.050000001,33.11,Quik Shipping,392.03,45.77,4.8343,FRA
10478,2016,Qtr 2,June,15,Art et Fashion,France,Lyon,Sapporoo Gloves,Baby Clothes,20,6.6,0.050000001,6.2,Quik Shipping,392.03,45.77,4.8343,FRA
10546,2015,Qtr 4,November,18,Art et Fashion,France,Lyon,LA. Shorts,Swimwear,30,6.06,0,5.17,Quik Shipping,392.03,45.77,4.8343,FRA
10546,2015,Qtr 4,November,18,Art et Fashion,France,Lyon,Lace Shoes,Sportswear,40,29.51,0,25.39,Quik Shipping,392.03,45.77,4.8343,FRA
10546,2015,Qtr 4,November,18,Art et Fashion,France,Lyon,Runner Shoes,Children's Clothes,10,43.46,0,33.11,Quik Shipping,392.03,45.77,4.8343,FRA
10806,2018,Qtr 3,July,29,Art et Fashion,France,Lyon,Mr2 Trousers,Men's Clothes,20,19.06,0.25,16.17,Quik Shipping,392.03,45.77,4.8343,FRA
10806,2018,Qtr 3,July,29,Art et Fashion,France,Lyon,Stretch Pants,Women's Clothes,2,9.47,0,8.68,Quik Shipping,392.03,45.77,4.8343,FRA
10806,2018,Qtr 3,July,29,Art et Fashion,France,Lyon,X-Train Shoes,Children's Clothes,15,28.83,0.25,24.39,Quik Shipping,392.03,45.77,4.8343,FRA
10814,2017,Qtr 3,August,1,Art et Fashion,France,Lyon,AAA Running Shoe,Sportswear,30,27.15,0.150000006,22.24,Quik Shipping,392.03,45.77,4.8343,FRA
10814,2017,Qtr 3,August,1,Art et Fashion,France,Lyon,Duck Shirt,Baby Clothes,20,8.88,0,7.28,Quik Shipping,392.03,45.77,4.8343,FRA
10814,2017,Qtr 3,August,1,Art et Fashion,France,Lyon,Root Boot,Men's Footwear,8,33.1,0.150000006,28.35,Quik Shipping,392.03,45.77,4.8343,FRA
10814,2017,Qtr 3,August,1,Art et Fashion,France,Lyon,Summer Shorts,Swimwear,20,12.32,0.150000006,10.48,Quik Shipping,392.03,45.77,4.8343,FRA
10843,2017,Qtr 3,August,17,Art et Fashion,France,Lyon,Summit Hiking Boots,Men's Footwear,4,94.72,0.25,82.74,Quik Shipping,392.03,45.77,4.8343,FRA
10850,2017,Qtr 3,August,19,Art et Fashion,France,Lyon,Basket Vest,Sportswear,20,13.84,0.150000006,10.85,Quik Shipping,392.03,45.77,4.8343,FRA
10850,2017,Qtr 3,August,19,Art et Fashion,France,Lyon,Casual Boots,Sportswear,4,26.34,0.150000006,20.2,Quik Shipping,392.03,45.77,4.8343,FRA
10850,2017,Qtr 3,August,19,Art et Fashion,France,Lyon,US-Master Jeans,Men's Clothes,30,26.89,0.150000006,24.98,Quik Shipping,392.03,45.77,4.8343,FRA
10331,2017,Qtr 2,May,12,La Legion Mercenaire,France,Marseille,Patamonia Fleece Jacket,Sportswear,15,37.97,0,30.27,Quik Shipping,227.75,43.30,5.37,FRA
10715,2017,Qtr 2,May,19,La Legion Mercenaire,France,Marseille,Atles Lussekofta,Men's Clothes,30,31.79,0,26.49,Quik Shipping,227.75,43.30,5.37,FRA
10715,2017,Qtr 2,May,19,La Legion Mercenaire,France,Marseille,Sapporoo Gloves,Baby Clothes,21,6.56,0,6.2,Quik Shipping,227.75,43.30,5.37,FRA
10876,2018,Qtr 1,March,7,La Legion Mercenaire,France,Marseille,Rodbye Troje,Baby Clothes,21,12.23,0,9.07,Quik Shipping,227.75,43.30,5.37,FRA
10876,2018,Qtr 1,March,7,La Legion Mercenaire,France,Marseille,WFS Shoes,Women's Footwear,20,35.86,0,29.25,Quik Shipping,227.75,43.30,5.37,FRA
11076,2017,Qtr 4,December,18,La Legion Mercenaire,France,Marseille,Kool Sunglasses,Children's Clothes,20,24.93,0.25,20.36,Quik Shipping,227.75,43.30,5.37,FRA
11076,2017,Qtr 4,December,18,La Legion Mercenaire,France,Marseille,Shagall Socks,Women's Clothes,20,3.82,0.25,3.21,Quik Shipping,227.75,43.30,5.37,FRA
11076,2017,Qtr 4,December,18,La Legion Mercenaire,France,Marseille,Squash Shorts,Sportswear,10,9.78,0.25,7.4,Quik Shipping,227.75,43.30,5.37,FRA
10311,2018,Qtr 2,April,18,Aujourd´hui,France,Nantes,Tube Socks,Sportswear,7,1.98,0,1.65,Quik Shipping,180.19,47.22,-1.5528,FRA
10311,2018,Qtr 2,April,18,Aujourd´hui,France,Nantes,Walking Shoes,Women's Footwear,6,14.93,0,10.95,Quik Shipping,180.19,47.22,-1.5528,FRA
10609,2017,Qtr 1,January,18,Aujourd´hui,France,Nantes,Basket Shoes,Sportswear,6,10.69,0,8.78,Quik Shipping,180.19,47.22,-1.5528,FRA
10609,2017,Qtr 1,January,18,Aujourd´hui,France,Nantes,Lenin Jeansshorts,Men's Clothes,3,18.5,0,15.37,Quik Shipping,180.19,47.22,-1.5528,FRA
10609,2017,Qtr 1,January,18,Aujourd´hui,France,Nantes,Sapporoo Gloves,Baby Clothes,10,6.57,0,6.2,Quik Shipping,180.19,47.22,-1.5528,FRA
10671,2017,Qtr 1,January,11,Le Sais de Rión,France,Nantes,Lace Shoes,Sportswear,10,27.35,0,25.39,SafeAndFast,97.07,47.22,-1.5528,FRA
10671,2017,Qtr 1,January,11,Le Sais de Rión,France,Nantes,Stretch Pants,Women's Clothes,12,10.16,0,8.68,SafeAndFast,97.07,47.22,-1.5528,FRA
10671,2017,Qtr 1,January,11,Le Sais de Rión,France,Nantes,Wimbledon T-Shirt,Sportswear,10,10.1,0,7.33,SafeAndFast,97.07,47.22,-1.5528,FRA
10683,2017,Qtr 2,April,22,Aujourd´hui,France,Nantes,Winter Boots,Women's Footwear,9,76.49,0,70.81,Quik Shipping,180.19,47.22,-1.5528,FRA
10860,2017,Qtr 3,August,25,Le Sais de Rión,France,Nantes,Borat Mankini Swimsuit,Men's Clothes,20,364.44,0,304.7,SafeAndFast,97.07,47.22,-1.5528,FRA
10860,2017,Qtr 3,August,25,Le Sais de Rión,France,Nantes,Summit Hiking Boots,Men's Footwear,3,108.47,0,82.74,SafeAndFast,97.07,47.22,-1.5528,FRA
10890,2017,Qtr 4,November,12,Aujourd´hui,France,Nantes,Baywatch Swimsuit,Swimwear,10,8.03,0,6.76,Quik Shipping,180.19,47.22,-1.5528,FRA
10890,2017,Qtr 4,November,12,Aujourd´hui,France,Nantes,Duck Shirt,Baby Clothes,14,9.12,0,7.28,Quik Shipping,180.19,47.22,-1.5528,FRA
10890,2017,Qtr 4,November,12,Aujourd´hui,France,Nantes,TieBreak Tennis shoes,Men's Footwear,15,23.17,0,19.35,Quik Shipping,180.19,47.22,-1.5528,FRA
10971,2018,Qtr 2,April,22,Le Sais de Rión,France,Nantes,Davenport Shoes,Men's Footwear,14,135.16,0,100.74,SafeAndFast,97.07,47.22,-1.5528,FRA
10907,2017,Qtr 3,September,21,Chateau de Ville,France,Paris,Bow tie,Men's Clothes,14,7.68,0,6.61,Quik Shipping,160.69,48.86,2.3508,FRA
10964,2018,Qtr 3,July,18,Chateau de Ville,France,Paris,Deuce Shirt,Baby Clothes,6,25.4,0,22.09,Quik Shipping,160.69,48.86,2.3508,FRA
10964,2018,Qtr 3,July,18,Chateau de Ville,France,Paris,Le Baby Dress,Women's Clothes,5,87.28,0,62.38,Quik Shipping,160.69,48.86,2.3508,FRA
10964,2018,Qtr 3,July,18,Chateau de Ville,France,Paris,Tube Socks,Sportswear,10,2.04,0,1.65,Quik Shipping,160.69,48.86,2.3508,FRA
10274,2018,Qtr 1,March,4,Pour l´homme,France,Reims,Atles Lussekofta,Men's Clothes,20,31.17,0,26.49,Quik Shipping,35.09,49.26,4.0347,FRA
10274,2018,Qtr 1,March,4,Pour l´homme,France,Reims,Oyaki Kimono,Women's Clothes,7,11.99,0,8.96,Quik Shipping,35.09,49.26,4.0347,FRA
10265,2017,Qtr 1,February,18,Menàge à Trois,France,Strasbourg,TieBreak Tennis shoes,Men's Footwear,30,23.9,0,19.35,Quik Shipping,588.2,51.07,-104.95,FRA
10265,2017,Qtr 1,February,18,Menàge à Trois,France,Strasbourg,US-Master Jeans,Men's Clothes,20,27.81,0,24.98,Quik Shipping,588.2,51.07,-104.95,FRA
10297,2017,Qtr 4,November,30,Menàge à Trois,France,Strasbourg,Oyaki Kimono,Women's Clothes,20,11.95,0,8.96,Quik Shipping,588.2,51.07,-104.95,FRA
10297,2017,Qtr 4,November,30,Menàge à Trois,France,Strasbourg,Terence Top,Women's Clothes,60,59.35,0,48.17,Quik Shipping,588.2,51.07,-104.95,FRA
10360,2017,Qtr 3,August,18,Menàge à Trois,France,Strasbourg,Davenport Shoes,Men's Footwear,35,135.76,0,100.74,Quik Shipping,588.2,51.07,-104.95,FRA
10360,2017,Qtr 3,August,18,Menàge à Trois,France,Strasbourg,Finnish Sport Blades,Sportswear,35,18.29,0,15.43,Quik Shipping,588.2,51.07,-104.95,FRA
10360,2017,Qtr 3,August,18,Menàge à Trois,France,Strasbourg,Le Baby Dress,Women's Clothes,10,80.74,0,62.38,Quik Shipping,588.2,51.07,-104.95,FRA
10360,2017,Qtr 3,August,18,Menàge à Trois,France,Strasbourg,Patamonia Fleece Jacket,Sportswear,28,36.73,0,30.27,Quik Shipping,588.2,51.07,-104.95,FRA
10360,2017,Qtr 3,August,18,Menàge à Trois,France,Strasbourg,RDL Suit,Children's Clothes,30,42.07,0,36.81,Quik Shipping,588.2,51.07,-104.95,FRA
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,Bow tie,Men's Clothes,24,7.18,0.100000001,6.61,Quik Shipping,588.2,51.07,-104.95,FRA
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,Rodbye Troje,Baby Clothes,5,12.85,0,9.07,Quik Shipping,588.2,51.07,-104.95,FRA
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,Slip-on Shoes,Women's Footwear,40,37.76,0.100000001,34.17,Quik Shipping,588.2,51.07,-104.95,FRA
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,WFS Shoes,Women's Footwear,30,36.34,0.100000001,29.25,Quik Shipping,588.2,51.07,-104.95,FRA
10449,2015,Qtr 3,September,15,Menàge à Trois,France,Strasbourg,Lace Shoes,Sportswear,35,29.84,0,25.39,Quik Shipping,588.2,51.07,-104.95,FRA
10449,2015,Qtr 3,September,15,Menàge à Trois,France,Strasbourg,Sapporoo Gloves,Baby Clothes,14,6.99,0,6.2,Quik Shipping,588.2,51.07,-104.95,FRA
10449,2015,Qtr 3,September,15,Menàge à Trois,France,Strasbourg,Winter Boots,Women's Footwear,20,87.98,0,70.81,Quik Shipping,588.2,51.07,-104.95,FRA
10559,2015,Qtr 3,September,2,Menàge à Trois,France,Strasbourg,Duck Shirt,Baby Clothes,12,8.72,0.050000001,7.28,Quik Shipping,588.2,51.07,-104.95,FRA
10559,2015,Qtr 3,September,2,Menàge à Trois,France,Strasbourg,Feiss Fleece Trousers,Sportswear,18,38.96,0.050000001,33.18,Quik Shipping,588.2,51.07,-104.95,FRA
10566,2016,Qtr 2,June,9,Menàge à Trois,France,Strasbourg,Borat Mankini Swimsuit,Men's Clothes,10,398.63,0,304.7,Quik Shipping,588.2,51.07,-104.95,FRA
10566,2016,Qtr 2,June,9,Menàge à Trois,France,Strasbourg,Desperado Jeans,Men's Clothes,35,26.2,0.150000006,21.1,Quik Shipping,588.2,51.07,-104.95,FRA
10566,2016,Qtr 2,June,9,Menàge à Trois,France,Strasbourg,Deuce Shirt,Baby Clothes,18,26.36,0.150000006,22.09,Quik Shipping,588.2,51.07,-104.95,FRA
10584,2017,Qtr 1,January,24,Menàge à Trois,France,Strasbourg,Rossi Bermuda Shorts,Men's Clothes,50,9.15,0.050000001,7.53,Quik Shipping,588.2,51.07,-104.95,FRA
10628,2016,Qtr 4,December,6,Menàge à Trois,France,Strasbourg,Lenin Jeansshorts,Men's Clothes,25,18.23,0,15.37,Quik Shipping,588.2,51.07,-104.95,FRA
10679,2017,Qtr 2,April,19,Menàge à Trois,France,Strasbourg,Rasta WCT,Sportswear,12,8.51,0,6.69,Quik Shipping,588.2,51.07,-104.95,FRA
10826,2018,Qtr 3,July,10,Menàge à Trois,France,Strasbourg,Lightweight Sandals,Women's Footwear,15,18.73,0,16.14,Quik Shipping,588.2,51.07,-104.95,FRA
10826,2018,Qtr 3,July,10,Menàge à Trois,France,Strasbourg,Rossi Bermuda Shorts,Men's Clothes,35,8.86,0,7.53,Quik Shipping,588.2,51.07,-104.95,FRA
10371,2015,Qtr 2,June,30,Elle Fashion & Design,France,Toulouse,Mehmet-Tröja,Baby Clothes,6,7.77,0.200000003,6.45,Quik Shipping,382.49,43.60,1.4445,FRA
10413,2016,Qtr 3,July,11,Elle Fashion & Design,France,Toulouse,Borat Mankini Swimsuit,Men's Clothes,14,414.96,0,304.7,Quik Shipping,382.49,43.60,1.4445,FRA
10413,2016,Qtr 3,July,11,Elle Fashion & Design,France,Toulouse,Lace Shoes,Sportswear,40,30.37,0,25.39,Quik Shipping,382.49,43.60,1.4445,FRA
10413,2016,Qtr 3,July,11,Elle Fashion & Design,France,Toulouse,Lenin Jeansshorts,Men's Clothes,24,21.01,0,15.37,Quik Shipping,382.49,43.60,1.4445,FRA
10425,2016,Qtr 2,June,21,Elle Fashion & Design,France,Toulouse,Borat Mankini Swimsuit,Men's Clothes,20,361.43,0.25,304.7,Quik Shipping,382.49,43.60,1.4445,FRA
10425,2016,Qtr 2,June,21,Elle Fashion & Design,France,Toulouse,Feiss Fleece Trousers,Sportswear,10,36.04,0.25,33.18,Quik Shipping,382.49,43.60,1.4445,FRA
10500,2017,Qtr 1,January,3,Elle Fashion & Design,France,Toulouse,RDL Suit,Children's Clothes,8,46.92,0.050000001,36.81,Quik Shipping,382.49,43.60,1.4445,FRA
10500,2017,Qtr 1,January,3,Elle Fashion & Design,France,Toulouse,Sumi Underwear,Women's Clothes,12,6.43,0.050000001,4.98,Quik Shipping,382.49,43.60,1.4445,FRA
10610,2017,Qtr 1,February,18,Elle Fashion & Design,France,Toulouse,Mehmet-Tröja,Baby Clothes,21,7.58,0.25,6.45,Quik Shipping,382.49,43.60,1.4445,FRA
10832,2017,Qtr 3,August,10,Elle Fashion & Design,France,Toulouse,Aino Shoes,Baby Clothes,3,25.6,0.200000003,21.11,Quik Shipping,382.49,43.60,1.4445,FRA
10832,2017,Qtr 3,August,10,Elle Fashion & Design,France,Toulouse,Basket Vest,Sportswear,10,13.8,0.200000003,10.85,Quik Shipping,382.49,43.60,1.4445,FRA
10832,2017,Qtr 3,August,10,Elle Fashion & Design,France,Toulouse,Okkaba Skin Jackets,Women's Clothes,16,68.14,0.200000003,67.17,Quik Shipping,382.49,43.60,1.4445,FRA
10832,2017,Qtr 3,August,10,Elle Fashion & Design,France,Toulouse,WFS Shoes,Women's Footwear,3,33.06,0,29.25,Quik Shipping,382.49,43.60,1.4445,FRA
10923,2018,Qtr 1,February,26,Elle Fashion & Design,France,Toulouse,Minnki Pälsii,Women's Clothes,24,63.97,0.200000003,46.1,Quik Shipping,382.49,43.60,1.4445,FRA
10923,2018,Qtr 1,February,26,Elle Fashion & Design,France,Toulouse,Summer Shorts,Swimwear,10,12.84,0.200000003,10.48,Quik Shipping,382.49,43.60,1.4445,FRA
10923,2018,Qtr 1,February,26,Elle Fashion & Design,France,Toulouse,Walking Shoes,Women's Footwear,10,13.2,0.200000003,10.95,Quik Shipping,382.49,43.60,1.4445,FRA
10858,2017,Qtr 3,August,25,La Boheme,France,Versailles,Runner Shoes,Children's Clothes,5,42.86,0,33.11,Quik Shipping,228.48,48.81,2.135,FRA
10858,2017,Qtr 3,August,25,La Boheme,France,Versailles,Tracksuit,Sportswear,10,43.35,0,36.06,Quik Shipping,228.48,48.81,2.135,FRA
10858,2017,Qtr 3,August,25,La Boheme,France,Versailles,US-Master Jeans,Men's Clothes,4,30.56,0,24.98,Quik Shipping,228.48,48.81,2.135,FRA
10927,2018,Qtr 2,April,3,La Boheme,France,Versailles,Borat Mankini Swimsuit,Men's Clothes,20,364.25,0,304.7,Quik Shipping,228.48,48.81,2.135,FRA
10927,2018,Qtr 2,April,3,La Boheme,France,Versailles,Tennis Suit,Sportswear,5,82.14,0,64.49,Quik Shipping,228.48,48.81,2.135,FRA
10927,2018,Qtr 2,April,3,La Boheme,France,Versailles,Winter Boots,Women's Footwear,5,74.33,0,70.81,Quik Shipping,228.48,48.81,2.135,FRA
10972,2017,Qtr 4,October,20,La Boheme,France,Versailles,Casual Boots,Sportswear,7,25.33,0,20.2,Quik Shipping,228.48,48.81,2.135,FRA
10972,2017,Qtr 4,October,20,La Boheme,France,Versailles,TieBreak Tennis shoes,Men's Footwear,6,25.26,0,19.35,Quik Shipping,228.48,48.81,2.135,FRA
10973,2017,Qtr 4,October,20,La Boheme,France,Versailles,Bike Helmet,Sportswear,5,30.84,0,26.13,Quik Shipping,228.48,48.81,2.135,FRA
10973,2017,Qtr 4,October,20,La Boheme,France,Versailles,Bow tie,Men's Clothes,10,8.21,0,6.61,Quik Shipping,228.48,48.81,2.135,FRA
10973,2017,Qtr 4,October,20,La Boheme,France,Versailles,Duck Shirt,Baby Clothes,6,8.71,0,7.28,Quik Shipping,228.48,48.81,2.135,FRA
10793,2017,Qtr 3,July,20,Gluderstedt,Germany,Aachen,Winter Boots,Women's Footwear,8,84.49,0,70.81,SafeAndFast,983.84,50.78,6.0815,DEU
10795,2017,Qtr 1,January,18,Grunewald,Germany,Cunewalde,TieBreak Tennis shoes,Men's Footwear,35,23.54,0.25,19.35,SafeAndFast,1774.84,51.10,14.5167,DEU
10795,2017,Qtr 1,January,18,Grunewald,Germany,Cunewalde,Wimbledon T-Shirt,Sportswear,65,10.28,0,7.33,SafeAndFast,1774.84,51.10,14.5167,DEU
10871,2018,Qtr 1,January,1,Grunewald,Germany,Cunewalde,TieBreak Tennis shoes,Men's Footwear,16,24.06,0.050000001,19.35,SafeAndFast,1774.84,51.10,14.5167,DEU
10871,2018,Qtr 1,January,1,Grunewald,Germany,Cunewalde,Wimbledon T-Shirt,Sportswear,12,9.63,0.050000001,7.33,SafeAndFast,1774.84,51.10,14.5167,DEU
10615,2017,Qtr 2,June,26,Boombastic,Germany,Münster,Feiss Fleece Trousers,Sportswear,5,41.85,0,33.18,SafeAndFast,1204.8,51.96,7.6285,DEU
10258,2018,Qtr 1,February,12,Gluderstedt,Germany,Aachen,Mr2 Trousers,Men's Clothes,50,20.02,0.200000003,16.17,SafeAndFast,983.84,50.78,6.0815,DEU
10258,2018,Qtr 1,February,12,Gluderstedt,Germany,Aachen,O-Man Underwear,Men's Clothes,65,6.13,0.200000003,4.72,SafeAndFast,983.84,50.78,6.0815,DEU
10258,2018,Qtr 1,February,12,Gluderstedt,Germany,Aachen,Riviera Swimsuit,Swimwear,6,19.35,0.200000003,15.12,SafeAndFast,983.84,50.78,6.0815,DEU
10264,2017,Qtr 1,February,17,Gluderstedt,Germany,Aachen,Duck Shirt,Baby Clothes,25,9.55,0.150000006,7.28,SafeAndFast,983.84,50.78,6.0815,DEU
10264,2017,Qtr 1,February,17,Gluderstedt,Germany,Aachen,Mr2 Trousers,Men's Clothes,35,20.55,0,16.17,SafeAndFast,983.84,50.78,6.0815,DEU
10363,2017,Qtr 3,September,22,Gluderstedt,Germany,Aachen,Borat Mankini Swimsuit,Men's Clothes,12,432.53,0,304.7,SafeAndFast,983.84,50.78,6.0815,DEU
10363,2017,Qtr 3,September,22,Gluderstedt,Germany,Aachen,Bow tie,Men's Clothes,12,8.06,0,6.61,SafeAndFast,983.84,50.78,6.0815,DEU
10363,2017,Qtr 3,September,22,Gluderstedt,Germany,Aachen,Rossi Bermuda Shorts,Men's Clothes,20,9.3,0,7.53,SafeAndFast,983.84,50.78,6.0815,DEU
10391,2016,Qtr 3,July,20,Gluderstedt,Germany,Aachen,Aino Shoes,Baby Clothes,18,23.12,0,21.11,SafeAndFast,983.84,50.78,6.0815,DEU
10538,2018,Qtr 1,February,10,Gluderstedt,Germany,Aachen,Oyaki Kimono,Women's Clothes,1,11.58,0,8.96,SafeAndFast,983.84,50.78,6.0815,DEU
10538,2018,Qtr 1,February,10,Gluderstedt,Germany,Aachen,US-Master Jeans,Men's Clothes,7,30.36,0,24.98,SafeAndFast,983.84,50.78,6.0815,DEU
10547,2017,Qtr 1,January,17,Gluderstedt,Germany,Aachen,Mehmet-Tröja,Baby Clothes,60,8.58,0,6.45,SafeAndFast,983.84,50.78,6.0815,DEU
10547,2017,Qtr 1,January,17,Gluderstedt,Germany,Aachen,Riviera Swimsuit,Swimwear,24,17.84,0.150000006,15.12,SafeAndFast,983.84,50.78,6.0815,DEU
10603,2017,Qtr 1,February,11,Gluderstedt,Germany,Aachen,Finnish Sport Blades,Sportswear,25,19.33,0.050000001,15.43,SafeAndFast,983.84,50.78,6.0815,DEU
10603,2017,Qtr 1,February,11,Gluderstedt,Germany,Aachen,Ravellis Träskor,Women's Footwear,48,3.33,0,2.65,SafeAndFast,983.84,50.78,6.0815,DEU
10706,2016,Qtr 4,December,10,Gluderstedt,Germany,Aachen,Rasta WCT,Sportswear,8,8.53,0,6.69,SafeAndFast,983.84,50.78,6.0815,DEU
10706,2016,Qtr 4,December,10,Gluderstedt,Germany,Aachen,Summer Shorts,Swimwear,24,11.74,0,10.48,SafeAndFast,983.84,50.78,6.0815,DEU
10706,2016,Qtr 4,December,10,Gluderstedt,Germany,Aachen,Wimbledon T-Shirt,Sportswear,20,8.96,0,7.33,SafeAndFast,983.84,50.78,6.0815,DEU
10735,2017,Qtr 2,June,6,Gluderstedt,Germany,Aachen,AAA Running Shoe,Sportswear,20,25.93,0.100000001,22.24,SafeAndFast,983.84,50.78,6.0815,DEU
10735,2017,Qtr 2,June,6,Gluderstedt,Germany,Aachen,Wrap Skirt,Women's Clothes,2,12.55,0.100000001,10.95,SafeAndFast,983.84,50.78,6.0815,DEU
10776,2017,Qtr 3,July,11,Gluderstedt,Germany,Aachen,Danske Treshoe,Men's Footwear,27,9.11,0.050000001,8.44,SafeAndFast,983.84,50.78,6.0815,DEU
10776,2017,Qtr 3,July,11,Gluderstedt,Germany,Aachen,Rossi Bermuda Shorts,Men's Clothes,16,7.95,0.050000001,7.53,SafeAndFast,983.84,50.78,6.0815,DEU
10776,2017,Qtr 3,July,11,Gluderstedt,Germany,Aachen,Summit Hiking Boots,Men's Footwear,120,92.58,0.050000001,82.74,SafeAndFast,983.84,50.78,6.0815,DEU
10776,2017,Qtr 3,July,11,Gluderstedt,Germany,Aachen,Walking Shoes,Women's Footwear,12,14.82,0.050000001,10.95,SafeAndFast,983.84,50.78,6.0815,DEU
10793,2017,Qtr 3,July,20,Gluderstedt,Germany,Aachen,Duck Shirt,Baby Clothes,14,8.99,0,7.28,SafeAndFast,983.84,50.78,6.0815,DEU
10797,2018,Qtr 3,July,23,Gluderstedt,Germany,Aachen,Desperado Jeans,Men's Clothes,20,29.21,0,21.1,SafeAndFast,983.84,50.78,6.0815,DEU
10824,2017,Qtr 3,August,5,Gluderstedt,Germany,Aachen,Duck Shirt,Baby Clothes,12,8.7,0,7.28,SafeAndFast,983.84,50.78,6.0815,DEU
10824,2017,Qtr 3,August,5,Gluderstedt,Germany,Aachen,US-Master Jeans,Men's Clothes,9,30.99,0,24.98,SafeAndFast,983.84,50.78,6.0815,DEU
10825,2018,Qtr 1,February,4,Gluderstedt,Germany,Aachen,Bike Helmet,Sportswear,12,28.55,0,26.13,SafeAndFast,983.84,50.78,6.0815,DEU
10825,2018,Qtr 1,February,4,Gluderstedt,Germany,Aachen,Jack Flash Dress,Women's Clothes,20,66.44,0,52.38,SafeAndFast,983.84,50.78,6.0815,DEU
10827,2017,Qtr 4,November,8,Gluderstedt,Germany,Aachen,Sapporoo Gloves,Baby Clothes,15,6.62,0,6.2,SafeAndFast,983.84,50.78,6.0815,DEU
10827,2017,Qtr 4,November,8,Gluderstedt,Germany,Aachen,Terence Top,Women's Clothes,21,54.38,0,48.17,SafeAndFast,983.84,50.78,6.0815,DEU
10894,2018,Qtr 1,March,16,Gluderstedt,Germany,Aachen,Aino Shoes,Baby Clothes,28,23.23,0.050000001,21.11,SafeAndFast,983.84,50.78,6.0815,DEU
10894,2018,Qtr 1,March,16,Gluderstedt,Germany,Aachen,Bow tie,Men's Clothes,120,8.45,0.050000001,6.61,SafeAndFast,983.84,50.78,6.0815,DEU
10894,2018,Qtr 1,March,16,Gluderstedt,Germany,Aachen,Tube Socks,Sportswear,50,2.16,0.050000001,1.65,SafeAndFast,983.84,50.78,6.0815,DEU
10916,2017,Qtr 4,November,23,Gluderstedt,Germany,Aachen,Lightweight Sandals,Women's Footwear,20,19.08,0,16.14,SafeAndFast,983.84,50.78,6.0815,DEU
10916,2017,Qtr 4,November,23,Gluderstedt,Germany,Aachen,Riviera Swimsuit,Swimwear,6,20.59,0,15.12,SafeAndFast,983.84,50.78,6.0815,DEU
10916,2017,Qtr 4,November,23,Gluderstedt,Germany,Aachen,Wimbledon T-Shirt,Sportswear,6,10.11,0,7.33,SafeAndFast,983.84,50.78,6.0815,DEU
11008,2017,Qtr 4,November,4,Gluderstedt,Germany,Aachen,Atles Lussekofta,Men's Clothes,21,29.4,0,26.49,SafeAndFast,983.84,50.78,6.0815,DEU
11008,2017,Qtr 4,November,4,Gluderstedt,Germany,Aachen,Baywatch Swimsuit,Swimwear,90,8.16,0.050000001,6.76,SafeAndFast,983.84,50.78,6.0815,DEU
11008,2017,Qtr 4,November,4,Gluderstedt,Germany,Aachen,RDL Suit,Children's Clothes,70,42.49,0.050000001,36.81,SafeAndFast,983.84,50.78,6.0815,DEU
11036,2017,Qtr 4,December,16,Gluderstedt,Germany,Aachen,Aino Shoes,Baby Clothes,7,25.01,0,21.11,SafeAndFast,983.84,50.78,6.0815,DEU
11036,2017,Qtr 4,December,16,Gluderstedt,Germany,Aachen,Rasta WCT,Sportswear,30,8.26,0,6.69,SafeAndFast,983.84,50.78,6.0815,DEU
11067,2017,Qtr 4,December,2,Gluderstedt,Germany,Aachen,Duck Shirt,Baby Clothes,9,9.34,0,7.28,SafeAndFast,983.84,50.78,6.0815,DEU
10251,2017,Qtr 3,July,4,Eintrach GS,Germany,Berlin,Lightweight Sandals,Women's Footwear,15,21.12,0.050000001,16.14,SafeAndFast,1883.1,52.52,13.4049,DEU
10251,2017,Qtr 3,July,4,Eintrach GS,Germany,Berlin,Ravellis Träskor,Women's Footwear,6,3.39,0.050000001,2.65,SafeAndFast,1883.1,52.52,13.4049,DEU
10251,2017,Qtr 3,July,4,Eintrach GS,Germany,Berlin,Stretch Pants,Women's Clothes,20,9.26,0,8.68,SafeAndFast,1883.1,52.52,13.4049,DEU
10277,2018,Qtr 1,March,7,Eintrach GS,Germany,Berlin,Lace Shoes,Sportswear,12,30.08,0,25.39,SafeAndFast,1883.1,52.52,13.4049,DEU
10277,2018,Qtr 1,March,7,Eintrach GS,Germany,Berlin,RDL Suit,Children's Clothes,20,44.48,0,36.81,SafeAndFast,1883.1,52.52,13.4049,DEU
